Date,Open,High,Low,Close,Adj Close,Volume
2011-10-10,107.739998,109.360001,107.660004,109.360001,90.954094,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,90.920853,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,91.752548,509150
2011-10-13,109.699997,110.440002,108.900002,110.160004,91.619484,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,93.133171,423450
2011-10-17,111.480003,111.599998,109.639999,109.879997,91.386589,309650
2011-10-18,109.839996,112.839996,109.000000,112.080002,93.216324,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,92.051941,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,92.467827,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,94.247635,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,95.445274,138550
2011-10-25,114.180000,114.180000,112.239998,112.540001,93.598915,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,94.497131,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,97.757370,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,97.857178,693650
2011-10-31,116.260002,116.339996,114.639999,114.639999,95.345459,153450
2011-11-01,111.540001,112.900002,111.160004,111.599998,92.817116,307150
2011-11-02,113.260002,113.760002,112.320000,113.360001,94.280884,122650
2011-11-03,114.639999,115.680000,113.040001,115.459999,96.027451,173650
2011-11-04,114.459999,114.900002,113.419998,114.800003,95.478531,147450
2011-11-07,114.639999,115.519997,113.639999,115.459999,96.027451,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,97.175179,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,93.665451,246850
2011-11-10,114.099998,114.199997,112.620003,113.639999,94.513756,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,96.360115,132650
2011-11-14,115.419998,115.480003,114.220001,114.739998,95.428650,359550
2011-11-15,114.519997,115.919998,114.120003,115.339996,95.927650,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,94.380699,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,92.867027,989950
2011-11-18,112.019997,112.180000,111.099998,111.500000,92.733955,188150
2011-11-21,109.900002,110.059998,108.480003,109.500000,91.070557,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,90.588165,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,88.675285,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,88.409149,75650
2011-11-28,109.260002,109.820000,108.639999,109.480003,91.053925,155550
2011-11-29,109.760002,110.500000,109.400002,109.800003,91.320076,134950
2011-11-30,112.900002,114.480003,112.620003,114.300003,95.062653,424450
2011-12-01,114.139999,114.839996,113.820000,114.220001,94.996147,107350
2011-12-02,115.400002,115.680000,114.139999,114.160004,94.946243,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,95.977562,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,96.060722,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,96.376778,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,94.297531,93450
2011-12-09,113.879997,115.540001,113.800003,115.300003,95.894386,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,94.513756,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,93.615524,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,92.567604,945150
2011-12-15,112.519997,112.620003,111.559998,111.720001,92.916901,82550
2011-12-16,112.519997,113.099998,111.639999,111.800003,92.983459,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,92.035332,454150
2011-12-20,112.339996,114.160004,112.339996,113.959999,94.779930,143850
2011-12-21,113.900002,114.379997,113.019997,114.300003,95.062653,182650
2011-12-22,114.699997,115.379997,114.500000,115.379997,95.960899,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,96.718933,256450
2011-12-27,115.379997,118.000000,115.360001,115.720001,96.819336,388650
2011-12-28,115.720001,115.720001,114.099998,114.300003,95.631271,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,96.501404,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,96.133278,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,97.555603,163250
2012-01-04,116.440002,116.919998,115.959999,116.800003,97.722923,448450
2012-01-05,116.279999,117.300003,115.680000,117.180000,98.040871,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,97.840073,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,97.990677,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,98.827354,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,98.927742,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,99.145271,202250
2012-01-13,117.699997,118.000000,116.820000,118.000000,98.726936,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,98.994690,324250
2012-01-18,118.320000,119.639999,118.099998,119.639999,100.099075,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,100.634521,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,100.634521,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,100.734947,130950
2012-01-24,119.680000,120.300003,119.480003,120.220001,100.584351,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,101.471222,254050
2012-01-26,121.860001,122.000000,120.160004,120.660004,100.952484,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,100.818619,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,100.483940,329650
2012-01-31,120.800003,120.919998,119.599998,120.040001,100.433746,157450
2012-02-01,121.000000,121.739998,120.860001,121.180000,101.387543,99050
2012-02-02,121.440002,121.660004,120.959999,121.419998,101.588364,143050
2012-02-03,122.599998,123.139999,122.379997,123.139999,103.027412,223150
2012-02-06,122.580002,123.019997,122.400002,122.959999,102.876823,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,103.194756,164250
2012-02-08,123.400002,123.699997,122.879997,123.599998,103.412308,259750
2012-02-09,123.900002,124.019997,123.139999,123.739998,103.529419,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,102.826599,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,103.613083,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,103.462494,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,103.010696,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,104.131798,438550
2012-02-17,124.900002,124.919998,124.320000,124.760002,104.382805,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,104.449753,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,104.098343,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,104.600349,328050
2012-02-24,125.279999,125.500000,125.000000,125.199997,104.750954,162950
2012-02-27,124.440002,125.800003,124.220001,125.419998,104.935013,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,105.303154,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,104.734215,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,105.420311,193450
2012-03-02,125.959999,126.059998,125.360001,125.660004,105.135826,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,104.684029,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,103.044136,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,103.864082,170350
2012-03-08,124.919998,125.599998,124.639999,125.339996,104.868073,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,105.269691,152950
2012-03-12,125.860001,126.019997,125.419998,125.879997,105.319885,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,107.210754,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,107.127098,709950
2012-03-15,128.220001,128.800003,127.879997,128.699997,107.679314,501650
2012-03-16,129.020004,129.100006,128.699997,128.880005,107.829903,272250
2012-03-19,128.880005,129.839996,128.759995,129.419998,108.281731,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,107.980522,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,107.813171,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,106.976471,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,107.394829,111950
2012-03-26,128.679993,129.520004,128.660004,129.520004,108.848724,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,108.546181,573550
2012-03-28,129.119995,129.279999,127.800003,128.539993,108.025146,201350
2012-03-29,127.779999,128.460007,127.260002,128.320007,107.840263,2612050
2012-03-30,128.919998,129.039993,128.240005,128.740005,108.193253,270750
2012-04-02,128.740005,130.119995,128.479996,129.779999,109.067230,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,108.647041,333850
2012-04-04,128.259995,128.380005,127.540001,127.919998,107.504082,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,107.470459,722350
2012-04-09,126.300003,126.980003,126.139999,126.459999,106.277107,474850
2012-04-10,126.220001,126.559998,124.220001,124.260002,104.428207,392650
2012-04-11,125.660004,125.820000,125.139999,125.279999,105.285416,172850
2012-04-12,125.419998,127.059998,125.400002,127.000000,106.730927,105550
2012-04-13,126.699997,126.699997,125.360001,125.480003,105.453514,2416850
2012-04-16,126.160004,126.300003,124.940002,125.339996,105.335846,826850
2012-04-17,126.160004,127.519997,126.080002,127.260002,106.949409,497450
2012-04-18,126.720001,127.239998,126.599998,126.820000,106.579651,420750
2012-04-19,126.860001,127.300003,125.440002,126.000000,105.890511,831200
2012-04-20,126.580002,126.980003,126.160004,126.199997,106.058586,112100
2012-04-23,124.940002,125.260002,124.400002,125.120003,105.150932,324950
2012-04-24,125.239998,125.919998,125.199997,125.580002,105.537544,469300
2012-04-25,126.839996,127.379997,126.760002,127.339996,107.016655,171750
2012-04-26,127.120003,128.380005,127.000000,128.220001,107.756210,157100
2012-04-27,128.660004,128.820007,127.940002,128.479996,107.974709,185050
2012-04-30,128.220001,128.259995,127.639999,127.919998,107.504082,247600
2012-05-01,127.959999,129.600006,127.800003,128.759995,108.210030,527450
2012-05-02,128.059998,128.520004,127.620003,128.360001,107.873878,154250
2012-05-03,128.460007,128.500000,127.199997,127.419998,107.083908,177000
2012-05-04,126.760002,126.839996,125.300003,125.339996,105.335846,365200
2012-05-07,124.900002,125.860001,124.860001,125.440002,105.419891,990350
2012-05-08,124.699997,125.120003,123.480003,124.900002,104.966072,403050
2012-05-09,123.599998,124.980003,123.040001,124.199997,104.377815,373700
2012-05-10,125.139999,125.180000,124.239998,124.419998,104.562698,130100
2012-05-11,123.699997,125.199997,123.639999,124.019997,104.226501,365300
2012-05-14,122.860001,123.540001,122.540001,122.699997,103.117180,953250
2012-05-15,122.580002,123.320000,121.820000,122.019997,102.545692,1532500
2012-05-16,122.519997,123.019997,121.500000,121.500000,102.108711,331350
2012-05-17,121.580002,121.680000,119.660004,119.660004,100.562370,288750
2012-05-18,120.160004,120.400002,118.559998,118.720001,99.772400,760350
2012-05-21,119.040001,120.779999,118.900002,120.720001,101.453209,271550
2012-05-22,121.080002,121.879997,120.180000,120.980003,101.671692,654450
2012-05-23,120.099998,121.139999,118.919998,120.980003,101.671692,176000
2012-05-24,121.379997,121.500000,120.239998,121.199997,101.856567,112050
2012-05-25,121.220001,121.500000,120.620003,120.919998,101.621246,336400
2012-05-29,121.879997,122.540001,121.459999,122.300003,102.781036,306600
2012-05-30,121.300003,121.339996,120.300003,120.540001,101.301933,809500
2012-05-31,120.540001,121.139999,119.260002,120.239998,101.049820,424150
2012-06-01,118.339996,118.760002,117.239998,117.300003,98.579041,641850
2012-06-04,117.440002,117.760002,116.339996,117.260002,98.545418,213600
2012-06-05,116.959999,118.220001,116.900002,117.940002,99.116890,252350
2012-06-06,118.919998,120.779999,118.860001,120.760002,101.486855,254650
2012-06-07,122.120003,122.160004,120.580002,120.739998,101.470016,201000
2012-06-08,120.599998,121.800003,120.099998,121.739998,102.310425,219550
2012-06-11,122.800003,122.839996,120.120003,120.260002,101.066635,304600
2012-06-12,120.580002,121.660004,120.000000,121.660004,102.243164,168300
2012-06-13,121.239998,121.940002,120.419998,120.860001,101.570862,144900
2012-06-14,121.080002,122.599998,120.839996,122.199997,102.696991,2181350
2012-06-15,122.620003,123.440002,122.419998,123.279999,103.604614,229250
2012-06-18,122.879997,123.900002,122.580002,123.540001,103.823143,482500
2012-06-19,124.199997,125.300003,124.139999,124.800003,104.882034,175200
2012-06-20,124.839996,125.180000,123.699997,124.599998,104.713951,235700
2012-06-21,124.779999,124.820000,121.720001,121.860001,102.411263,155400
2012-06-22,122.480003,122.959999,122.000000,122.739998,103.150787,285800
2012-06-25,120.839996,120.860001,119.720001,120.160004,101.511887,283200
2012-06-26,120.480003,121.099998,119.820000,120.739998,102.001877,352750
2012-06-27,121.160004,122.059998,121.099998,121.820000,102.914276,301100
2012-06-28,121.040001,121.639999,120.139999,121.540001,102.677734,171750
2012-06-29,123.720001,124.620003,123.379997,124.559998,105.229027,305000
2012-07-02,124.900002,125.019997,124.040001,124.900002,105.516273,258700
2012-07-03,124.900002,125.800003,124.760002,125.720001,106.209000,161050
2012-07-05,125.339996,125.699997,124.720001,125.180000,105.752823,308900
2012-07-06,123.980003,124.199997,123.360001,124.019997,104.772812,478350
2012-07-09,123.940002,124.019997,123.260002,123.860001,104.637672,177800
2012-07-10,124.459999,124.599998,122.320000,122.720001,103.674591,322300
2012-07-11,122.779999,123.099998,122.059998,122.739998,103.691460,199700
2012-07-12,122.040001,122.680000,121.320000,122.099998,103.150803,432700
2012-07-13,122.480003,124.300003,122.480003,124.180000,104.907974,480650
2012-07-16,123.900002,124.260002,123.459999,123.900002,104.671478,164400
2012-07-17,124.400002,125.000000,123.120003,124.779999,105.414864,293450
2012-07-18,124.480003,125.919998,124.400002,125.680000,106.175209,242900
2012-07-19,125.980003,126.400002,125.559998,126.000000,106.445572,516500
2012-07-20,125.300003,125.480003,124.739998,124.839996,105.465553,606900
2012-07-23,123.019997,123.940002,122.480003,123.599998,104.418030,451450
2012-07-24,123.699997,123.699997,121.720001,122.620003,103.590111,533700
2012-07-25,122.820000,123.099998,121.919998,122.540001,103.522530,509100
2012-07-26,124.379997,124.820000,123.760002,124.540001,105.212120,412450
2012-07-27,125.260002,127.239998,125.040001,126.940002,107.239662,901950
2012-07-30,126.760002,127.459999,126.500000,126.879997,107.188957,348300
2012-07-31,126.720001,127.059998,126.059998,126.059998,106.496254,681600
2012-08-01,126.879997,126.919998,125.720001,125.919998,106.377983,526450
2012-08-02,125.000000,125.860001,124.080002,125.040001,105.634529,478100
2012-08-03,126.839996,127.739998,126.739998,127.480003,107.695877,239850
2012-08-06,127.879997,128.259995,127.720001,127.820000,107.983116,547200
2012-08-07,128.300003,128.940002,128.259995,128.399994,108.473083,380200
2012-08-08,127.959999,128.699997,127.959999,128.539993,108.591362,322000
2012-08-09,128.419998,128.919998,128.259995,128.679993,108.709641,360650
2012-08-10,128.199997,128.940002,127.940002,128.880005,108.878593,336450
2012-08-13,128.660004,128.860001,128.139999,128.779999,108.794113,329900
2012-08-14,129.279999,129.339996,128.460007,128.839996,108.844818,456950
2012-08-15,128.759995,129.179993,128.679993,128.979996,108.963058,213000
2012-08-16,129.139999,130.100006,128.860001,129.860001,109.706512,632400
2012-08-17,130.139999,130.220001,129.800003,130.160004,109.959946,355350
2012-08-20,129.979996,130.139999,129.580002,130.119995,109.926147,288100
2012-08-21,130.440002,130.940002,129.460007,129.720001,109.588234,304100
2012-08-22,129.380005,129.940002,129.100006,129.740005,109.605156,350050
2012-08-23,129.500000,129.500000,128.500000,128.720001,108.743431,159950
2012-08-24,128.460007,129.779999,128.339996,129.520004,109.419266,410950
2012-08-27,129.860001,130.000000,129.360001,129.520004,109.419266,221650
2012-08-28,129.220001,129.800003,129.000000,129.399994,109.317894,193400
2012-08-29,129.500000,129.839996,129.139999,129.520004,109.419266,176900
2012-08-30,128.919998,128.940002,128.300003,128.539993,108.591362,148950
2012-08-31,129.300003,129.759995,128.479996,129.220001,109.165840,805400
2012-09-04,129.139999,129.419998,128.240005,128.880005,108.878593,347800
2012-09-05,129.160004,129.460007,128.720001,128.880005,108.878593,417050
2012-09-06,129.740005,131.559998,129.740005,131.559998,111.142685,261200
2012-09-07,131.800003,132.100006,131.679993,132.100006,111.598877,513200
2012-09-10,131.979996,132.199997,131.279999,131.320007,110.939949,187450
2012-09-11,131.460007,132.119995,131.380005,131.679993,111.244049,348400
2012-09-12,132.199997,132.279999,131.740005,132.100006,111.598877,290700
2012-09-13,132.160004,134.580002,131.960007,134.199997,113.372948,335050
2012-09-14,134.440002,135.580002,134.360001,134.759995,113.846024,855800
2012-09-17,134.500000,134.699997,133.979996,134.360001,113.508163,338400
2012-09-18,134.139999,134.360001,133.880005,134.220001,113.389847,216950
2012-09-19,134.380005,134.699997,134.039993,134.320007,113.474373,397500
2012-09-20,133.679993,134.360001,133.300003,134.300003,113.457451,448550
2012-09-21,134.960007,134.960007,134.199997,134.220001,113.389847,1295000
2012-09-24,132.899994,133.639999,132.800003,133.360001,113.242096,489850
2012-09-25,133.660004,133.880005,131.919998,132.000000,112.087265,287900
2012-09-26,131.899994,131.919998,130.860001,131.160004,111.373985,175550
2012-09-27,131.759995,132.740005,131.419998,132.440002,112.460899,586850
2012-09-28,131.940002,132.339996,131.399994,131.839996,111.951416,263900
2012-10-01,132.300003,133.339996,131.860001,132.080002,112.155220,493550
2012-10-02,132.699997,132.880005,131.699997,132.259995,112.308052,272950
2012-10-03,132.660004,133.139999,131.979996,132.800003,112.766579,149150
2012-10-04,133.339996,133.919998,133.179993,133.820007,113.632744,226600
2012-10-05,134.479996,134.720001,133.399994,133.779999,113.598740,251250
2012-10-08,133.320007,133.539993,133.100006,133.380005,113.259079,139750
2012-10-09,133.240005,133.300003,131.979996,132.080002,112.155220,360050
2012-10-10,131.960007,132.080002,131.020004,131.179993,111.390961,291950
2012-10-11,132.080002,132.279999,131.259995,131.259995,111.458908,436200
2012-10-12,131.300003,131.759995,130.539993,130.800003,111.068291,503150
2012-10-15,131.119995,132.020004,130.720001,131.899994,112.002335,361350
2012-10-16,132.500000,133.339996,132.460007,133.240005,113.140236,839250
2012-10-17,133.339996,133.960007,133.199997,133.860001,113.666656,163500
2012-10-18,133.500000,134.139999,133.059998,133.520004,113.378006,211900
2012-10-19,133.240005,133.240005,130.979996,131.240005,111.441948,353600
2012-10-22,131.080002,131.500000,130.259995,131.320007,111.509857,503500
2012-10-23,129.919998,130.039993,128.960007,129.399994,109.879486,519000
2012-10-24,129.899994,130.100006,128.919998,129.119995,109.641731,365650
2012-10-25,130.080002,130.240005,128.720001,129.479996,109.947418,485500
2012-10-26,129.339996,129.839996,128.539993,129.380005,109.862495,307100
2012-10-31,129.940002,130.020004,128.800003,129.259995,109.760620,586700
2012-11-01,129.720001,130.899994,129.619995,130.779999,111.051315,317650
2012-11-02,131.580002,131.580002,129.500000,129.600006,110.049309,902700
2012-11-05,129.399994,130.139999,129.059998,129.899994,110.304085,371250
2012-11-06,130.240005,131.360001,130.139999,130.860001,111.119278,275100
2012-11-07,129.720001,129.720001,127.320000,128.000000,108.690689,1039850
2012-11-08,127.900002,128.539993,126.300003,126.300003,107.247139,819250
2012-11-09,126.000000,127.660004,125.919998,126.440002,107.366005,1032750
2012-11-12,126.879997,127.059998,126.339996,126.620003,107.518852,179700
2012-11-13,125.919998,127.459999,125.760002,126.160004,107.128265,438750
2012-11-14,126.559998,126.699997,124.160004,124.620003,105.820572,340050
2012-11-15,124.500000,124.940002,123.760002,124.139999,105.412994,615400
2012-11-16,124.440002,125.080002,123.379997,124.779999,105.956421,403450
2012-11-19,126.260002,127.360001,126.199997,127.320000,108.113251,334250
2012-11-20,127.180000,127.620003,126.419998,127.459999,108.232162,368750
2012-11-21,127.540001,127.779999,127.300003,127.739998,108.469894,143850
2012-11-23,128.320007,129.440002,128.220001,129.360001,109.845512,182700
2012-11-26,128.800003,129.199997,128.360001,129.199997,109.709648,396800
2012-11-27,129.020004,129.440002,128.399994,128.580002,109.183205,294950
